id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price,volume_24h,historical_trends,sentiment_score,macroeconomic_indicator
,DOGE,,,1000.0,47124942726.507256,,,,,,,,,,,,,,,,,,,,,0.3192633100003177,2139920328.1176176,25439.03061382199,0.5,1.0
,USDC,,,1000.0,45800349256.83991,,,,,,,,,,,,,,,,,,,,,0.9998497244648952,5521368894.261345,13273.381285865531,0.5,1.0
,ADA,,,1000.0,31957542380.05744,,,,,,,,,,,,,,,,,,,,,0.908963823527393,940916539.3804512,24036.62700342971,0.5,1.0
,TRX,,,1000.0,18938855801.18141,,,,,,,,,,,,,,,,,,,,,0.21977520851557328,816335659.1766994,35647.07645697181,0.5,1.0
,AVAX,,,1000.0,13896494858.001371,,,,,,,,,,,,,,,,,,,,,33.82824321487238,371692919.2993792,45167.608099239675,0.5,1.0
,SUI,,,1000.0,13261310171.042654,,,,,,,,,,,,,,,,,,,,,4.4063813343751566,1457870954.060434,15004.180043727752,0.5,1.0
,TON,,,1000.0,12857562771.744837,,,,,,,,,,,,,,,,,,,,,5.061865132497039,203822420.0891621,47071.89787922387,0.5,1.0
,XLM,,,1000.0,12222961958.607098,,,,,,,,,,,,,,,,,,,,,0.4020923166316143,534601088.0866288,48679.53816831155,0.5,1.0
,SHIB,,,1000.0,11934451200.510605,,,,,,,,,,,,,,,,,,,,,2.0253448556357928e-05,442499199.3064339,19177.559887727955,0.5,1.0
,LINK,,,1000.0,11691889317.28749,,,,,,,,,,,,,,,,,,,,,18.322974233945022,550029443.1933137,49449.24548000057,0.5,1.0
,HBAR,,,1000.0,10094747238.79882,,,,,,,,,,,,,,,,,,,,,0.2638689394949177,461160254.099986,16455.321856018367,0.5,1.0
,DOT,,,1000.0,9438763723.236109,,,,,,,,,,,,,,,,,,,,,6.136615932565018,263399839.00683385,42224.444177070705,0.5,1.0
,LEO,,,1000.0,8465322354.0756035,,,,,,,,,,,,,,,,,,,,,9.158171839116498,729570.02703419,35196.58309511225,0.5,1.0
,BCH,,,1000.0,8209270250.754659,,,,,,,,,,,,,,,,,,,,,414.2930040271451,421502899.4972485,36629.998002299355,0.5,1.0
,BGB,,,1000.0,7665639124.32908,,,,,,,,,,,,,,,,,,,,,6.3880326036075665,651155919.7138842,24231.786364913212,0.5,1.0
,UNI,,,1000.0,7531718148.296391,,,,,,,,,,,,,,,,,,,,,12.542034835485794,244846828.0485857,22454.591405431467,0.5,1.0
,LTC,,,1000.0,7191221101.681668,,,,,,,,,,,,,,,,,,,,,95.35725200547249,495166077.961118,22002.457955916994,0.5,1.0
,PEPE,,,1000.0,6882357664.63514,,,,,,,,,,,,,,,,,,,,,1.6359693124639373e-05,992774585.193334,34551.97534777933,0.5,1.0
,HYPE,,,1000.0,6420259042.608931,,,,,,,,,,,,,,,,,,,,,19.22646672889042,164119062.91365674,27943.279397040835,0.5,1.0
,USDe,,,1000.0,5782374548.997042,,,,,,,,,,,,,,,,,,,,,0.9989459703998196,80210908.97006515,37126.62445053697,0.5,1.0
,DAI,,,1000.0,5365370900.91694,,,,,,,,,,,,,,,,,,,,,0.9999978003902822,78109844.79131281,20780.077995108666,0.5,1.0
,NEAR,,,1000.0,5314322075.959653,,,,,,,,,,,,,,,,,,,,,4.524763878374697,259873854.77883804,26171.29565485708,0.5,1.0
,APT,,,1000.0,4720433194.417491,,,,,,,,,,,,,,,,,,,,,8.266891614225306,278528586.55899364,18404.29794854051,0.5,1.0
,ICP,,,1000.0,4551168329.128709,,,,,,,,,,,,,,,,,,,,,9.494414291258357,165096183.62741718,35013.196294396526,0.5,1.0
,AAVE,,,1000.0,3918429475.85369,,,,,,,,,,,,,,,,,,,,,260.46524738495873,389635724.1665491,20422.541231196334,0.5,1.0
,XMR,,,1000.0,3542505743.8437653,,,,,,,,,,,,,,,,,,,,,192.0396211758894,65015678.4542556,31954.511444911357,0.5,1.0
,MNT,,,1000.0,3537687119.1012216,,,,,,,,,,,,,,,,,,,,,1.0514141008309132,101202994.64304772,28703.888521773635,0.5,1.0
,ETC,,,1000.0,3530780299.8594694,,,,,,,,,,,,,,,,,,,,,23.486393684792727,194379877.85212165,33835.88994160651,0.5,1.0
,POL,,,1000.0,3516964528.345464,,,,,,,,,,,,,,,,,,,,,0.4179663550283343,145367448.0210513,38373.256098314974,0.5,1.0
,OM,,,1000.0,3471091329.6309147,,,,,,,,,,,,,,,,,,,,,3.6148786093663343,51370607.40984411,19983.812079345167,0.5,1.0
,CRO,,,1000.0,3431831350.566126,,,,,,,,,,,,,,,,,,,,,0.12915430109014045,23745269.24698366,22864.062058736366,0.5,1.0
,RENDER,,,1000.0,3373759648.3319564,,,,,,,,,,,,,,,,,,,,,6.5168523530485905,306920730.6661365,48445.98021743865,0.5,1.0
,VET,,,1000.0,3322084928.720823,,,,,,,,,,,,,,,,,,,,,0.041020969804289056,77114756.24071075,14888.520217849116,0.5,1.0
,TAO,,,1000.0,3272925286.582889,,,,,,,,,,,,,,,,,,,,,401.79579524948053,233310365.0563977,47056.018009070845,0.5,1.0
,FIL,,,1000.0,2942673847.227176,,,,,,,,,,,,,,,,,,,,,4.738027136310925,205320929.0588668,31055.913323227043,0.5,1.0
,FET,,,1000.0,2868359239.3428984,,,,,,,,,,,,,,,,,,,,,1.1783299643942837,286859710.0148881,48875.0041401969,0.5,1.0
,ARB,,,1000.0,2838079245.9953585,,,,,,,,,,,,,,,,,,,,,0.67411015848673,308565294.97860295,11216.58935143078,0.5,1.0
,KAS,,,1000.0,2825920224.9021,,,,,,,,,,,,,,,,,,,,,0.11064670667015891,82459724.9594792,19038.210403069657,0.5,1.0
,ALGO,,,1000.0,2758767208.0346656,,,,,,,,,,,,,,,,,,,,,0.3297333005454422,194466522.57710308,21144.960607570356,0.5,1.0
,OKB,,,1000.0,2720853121.0687466,,,,,,,,,,,,,,,,,,,,,45.34755201781244,3102560.643972,47358.88247821035,0.5,1.0
,ENA,,,1000.0,2380027415.4054794,,,,,,,,,,,,,,,,,,,,,0.7847591683974791,520796547.8882748,34850.9723665592,0.5,1.0
,ATOM,,,1000.0,2369680348.689877,,,,,,,,,,,,,,,,,,,,,6.0615835719759055,187949522.39435723,46547.09273584985,0.5,1.0
,OP,,,1000.0,2198233268.032094,,,,,,,,,,,,,,,,,,,,,1.6262501386111605,182128641.9426726,49514.07428074841,0.5,1.0
,TIA,,,1000.0,2161414026.559192,,,,,,,,,,,,,,,,,,,,,4.431535414930659,181759720.07332024,10957.06472977357,0.5,1.0
,STX,,,1000.0,2087773039.8907995,,,,,,,,,,,,,,,,,,,,,1.3838122296434485,105801031.12289745,24505.444881376774,0.5,1.0
,IMX,,,1000.0,1934736590.5567243,,,,,,,,,,,,,,,,,,,,,1.1253158883448249,55308738.56608646,13990.556677081246,0.5,1.0
,THETA,,,1000.0,1928398286.5101368,,,,,,,,,,,,,,,,,,,,,1.9283982865101366,39992811.87276701,26977.632894367747,0.5,1.0
,BONK,,,1000.0,1922656273.061586,,,,,,,,,,,,,,,,,,,,,2.5195916605871206e-05,151577888.84096143,23108.115991678093,0.5,1.0
,S,,,1000.0,1908874564.0354135,,,,,,,,,,,,,,,,,,,,,0.662803668067852,6191758.15318921,38524.502258588574,0.5,1.0
,INJ,,,1000.0,1895781273.2430184,,,,,,,,,,,,,,,,,,,,,19.154929327377754,106714205.281762,27465.223193481102,0.5,1.0
,MOVE,,,1000.0,1784068346.8578465,,,,,,,,,,,,,,,,,,,,,0.7929192652701539,138826030.79106772,24378.69088143829,0.5,1.0
,PENGU,,,1000.0,1778819846.9502487,,,,,,,,,,,,,,,,,,,,,0.02829794206836212,329307560.8933277,10942.315712897676,0.5,1.0
,FDUSD,,,1000.0,1774564491.7616105,,,,,,,,,,,,,,,,,,,,,0.998555027268121,5332696748.393228,41762.79834150995,0.5,1.0
,GRT,,,1000.0,1764813027.2157297,,,,,,,,,,,,,,,,,,,,,0.18482559601146162,65241587.81239136,41596.471409184014,0.5,1.0
,WLD,,,1000.0,1701218874.5195794,,,,,,,,,,,,,,,,,,,,,1.9069325603333473,347929609.4776452,40769.359244035484,0.5,1.0
,GT,,,1000.0,1567345592.1095202,,,,,,,,,,,,,,,,,,,,,17.66627449083035,16172052.42599866,21947.572375815154,0.5,1.0
,ONDO,,,1000.0,1545378291.5120306,,,,,,,,,,,,,,,,,,,,,1.1119750684435203,158377523.68051875,36493.23110081685,0.5,1.0
,VIRTUAL,,,1000.0,1498045499.8982675,,,,,,,,,,,,,,,,,,,,,2.3223687805526887,272506145.6848194,30152.265735141933,0.5,1.0
,SEI,,,1000.0,1464787886.569198,,,,,,,,,,,,,,,,,,,,,0.34811436444572436,154025739.19319522,41686.47892464684,0.5,1.0
,XDC,,,1000.0,1432489051.573531,,,,,,,,,,,,,,,,,,,,,0.09592826540167694,42488519.10388863,26792.82450029883,0.5,1.0
,FLOKI,,,1000.0,1423774392.6444428,,,,,,,,,,,,,,,,,,,,,0.00014827158580836628,167566356.00878927,12255.150592974884,0.5,1.0
,WIF,,,1000.0,1420361460.8933277,,,,,,,,,,,,,,,,,,,,,1.4220085743429864,286346197.7525649,26233.56611444262,0.5,1.0
,JASMY,,,1000.0,1393726853.824087,,,,,,,,,,,,,,,,,,,,,0.028215950256767968,101185166.49138072,32655.20495544562,0.5,1.0
,KCS,,,1000.0,1309215702.9693632,,,,,,,,,,,,,,,,,,,,,10.673057163793201,1743951.14772685,37470.29424703955,0.5,1.0
,LDO,,,1000.0,1292515989.2119665,,,,,,,,,,,,,,,,,,,,,1.4424645635860587,111910448.7296006,43883.51233380682,0.5,1.0
,SAND,,,1000.0,1289037821.3984468,,,,,,,,,,,,,,,,,,,,,0.5270290760559943,182506383.2073537,26990.19115780851,0.5,1.0
,RAY,,,1000.0,1274489553.0167117,,,,,,,,,,,,,,,,,,,,,4.381366090118519,92268183.29444158,22812.477157102127,0.5,1.0
,FLR,,,1000.0,1271049036.3804076,,,,,,,,,,,,,,,,,,,,,0.022356142851986914,12693178.9170361,39403.67759140581,0.5,1.0
,XTZ,,,1000.0,1212877603.6879082,,,,,,,,,,,,,,,,,,,,,1.1840427979847419,65696109.08565547,44438.185193288315,0.5,1.0
,DEXE,,,1000.0,1201931153.861021,,,,,,,,,,,,,,,,,,,,,14.354289471682803,13545280.72049353,34154.42151524768,0.5,1.0
,QNT,,,1000.0,1182720219.6824312,,,,,,,,,,,,,,,,,,,,,97.96619620855114,22294362.17518533,40977.89112514375,0.5,1.0
,MKR,,,1000.0,1179655124.7237904,,,,,,,,,,,,,,,,,,,,,1323.2404343828703,124912259.91079348,29472.331903925442,0.5,1.0
,GALA,,,1000.0,1155848441.5331323,,,,,,,,,,,,,,,,,,,,,0.031460059346868456,188067066.5140784,18731.145649301725,0.5,1.0
,KAIA,,,1000.0,1144040513.3005202,,,,,,,,,,,,,,,,,,,,,0.19330848162082892,35271283.29489566,25034.50019055592,0.5,1.0
,AI16Z,,,1000.0,1136082004.3780818,,,,,,,,,,,,,,,,,,,,,1.0328024652548655,371914501.9907964,12303.942628273488,0.5,1.0
,EOS,,,1000.0,1129316203.5483994,,,,,,,,,,,,,,,,,,,,,0.7334083844892384,147387435.3651043,34484.780393555804,0.5,1.0
,RUNE,,,1000.0,1079213406.2118373,,,,,,,,,,,,,,,,,,,,,3.105952310150505,246748182.80521068,28651.406802054586,0.5,1.0
,PYTH,,,1000.0,1076500488.2670848,,,,,,,,,,,,,,,,,,,,,0.2969665705710255,76007716.90635991,43543.12915925876,0.5,1.0
,IOTA,,,1000.0,1071910751.6902736,,,,,,,,,,,,,,,,,,,,,0.29832295139018195,93216044.10078244,22007.6443163984,0.5,1.0
,BRETT,,,1000.0,1068096413.8154492,,,,,,,,,,,,,,,,,,,,,0.10777708737143088,33842631.35694597,13731.419094122548,0.5,1.0
,BTT,,,1000.0,1061023204.0754752,,,,,,,,,,,,,,,,,,,,,1.0760217170725145e-06,31165743.77147974,45754.79757734283,0.5,1.0
,BSV,,,1000.0,1052409226.5363108,,,,,,,,,,,,,,,,,,,,,53.12359154208616,89137721.51247072,25252.602991469917,0.5,1.0
,FLOW,,,1000.0,1042939257.1541214,,,,,,,,,,,,,,,,,,,,,0.6700992780616895,69557851.06730103,13263.748135697244,0.5,1.0
,ENS,,,1000.0,1026567691.3668784,,,,,,,,,,,,,,,,,,,,,29.031849706226147,126363590.12118404,12994.020478176357,0.5,1.0
,BEAM,,,1000.0,1012870959.6871957,,,,,,,,,,,,,,,,,,,,,0.020476102258981953,25779070.21241499,22143.971489913958,0.5,1.0
,JUP,,,1000.0,987797805.051576,,,,,,,,,,,,,,,,,,,,,0.7317020778159823,64591005.28162491,15880.636256281316,0.5,1.0
,CRV,,,1000.0,972503396.3762068,,,,,,,,,,,,,,,,,,,,,0.7679563350572539,198488568.16842827,36769.76807216811,0.5,1.0
,NEO,,,1000.0,966482952.0164344,,,,,,,,,,,,,,,,,,,,,13.701431372125153,63708964.85372912,24493.09135310132,0.5,1.0
,STRK,,,1000.0,949698499.697502,,,,,,,,,,,,,,,,,,,,,0.3925813918548263,77207566.75795478,47066.81723254614,0.5,1.0
,AIOZ,,,1000.0,942847951.2536738,,,,,,,,,,,,,,,,,,,,,0.8198343266609983,33999304.31632689,47898.44604007561,0.5,1.0
,AR,,,1000.0,937273495.095294,,,,,,,,,,,,,,,,,,,,,14.276287734497194,53316312.06727236,24346.586212216447,0.5,1.0
,AXS,,,1000.0,909155314.3960164,,,,,,,,,,,,,,,,,,,,,5.768305911616921,66710004.91265758,40472.43169330606,0.5,1.0
,MANA,,,1000.0,876763796.8637533,,,,,,,,,,,,,,,,,,,,,0.45141534646701764,75738056.69268228,36217.74045820842,0.5,1.0
,DYDX,,,1000.0,848791706.5668366,,,,,,,,,,,,,,,,,,,,,1.1764697293768909,33870329.59364288,22188.785969458157,0.5,1.0
